Kategori;Berita
Hoax;Indikasi Antraks Muncul di Kulonprogo, 16 Orang Terjangkit
Hoax;Blackberry Messanger Bebas Kuota
Hoax;Kapolda Anton Charliyan Tiba-Tiba Melakukan Pencitraan Berpakaian Islami
Hoax;Ahok Bohong tentang Pengadaan Unit Busway dari Karoseri Lokal
Hoax;Ustadz Suratman Meninggal Akibat Pengeroyokan Kader GMBI
Hoax;Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI
Hoax;Video Bukti GMBI Menganiaya Anggota FPI
Hoax;Rombongan Harley Davidson Indonesia Palembang – Sumsel Ingin Habisi GMBI
Hoax;Pria Di china Memakan Sup Janin
Hoax;Teman Ahok : Kami Siap Bunuh Diri Jika Pak Ahox Kalah Dalam Pilkada 2017
Hoax;FPI Bubarkan Pengobatan Gratis DPP PDI Perjuangan di Tambora
Hoax;PEMERINTAH MENAIKKAN HARGA BBM, BIAYA STNK, dan BIAYA BPKB
Hoax;Sumbangan utk adik Caroline (fang2) sbesar 45 juta diklaim berasal dr Ahok
Hoax;ANAK PEREMPUAN GEORGE BUSH BERSYAHADAT
Hoax;Foto Ronaldo Turun Dari Pesawat Saat Tiba Di Aleppo
Hoax;Ceramah Panglima TNI Gatot Nurmantyo Pada Acara Maulid
Hoax;Air Mineral Yang Membundel Sari Roti Juga Mesti Diboikot
Hoax;Korban Om Telolet Om
Hoax;Al Quran Dirobek Saat Sidang Ahok
Hoax;Tulisan Renungan Pagi Ahok
Hoax;Stand Indonesia Di Dubai Stylenya China
Hoax;Ahok Kabur Untuk Menghindari Amukan Warga
Hoax;MyRoti Adalah Kloningnya Sari Roti
Hoax;Minuman White Koffie Mengandung Babi
Hoax;Cut Meutia Digambarkan Tidak Berjilbab Dan Mirip Cina Di Uang Rupiah Baru
Hoax;Seluruh Mahasiswa di Pekanbaru Sudah Menduduki Gedung DPRD Riau, Menuntut Pemerintah Untuk Reformasi Jilid 2
Hoax;China Ciptakan Sayuran Kol Sintetis
Hoax;‘Merakyatnya’ Jokowi – Jusuf Kalla, Ternyata Cuma Adegan di Depan Kamera Saja
Hoax;Pegawai PLN Meninggal Tersengat Listrik dari Telepon Genggam Miliknya Yang Sedang Mengisi Baterai
Hoax;Laetrile alias Amygdalin adalah Vitamin B17, dan Satu-Satunya Obat Yang Diperlukan Untuk Sembuhkan Kanker
Hoax;Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan ‘Jokowi Pemimpin Terbaik’ dari Media Bloomberg
Hoax;Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan
Hoax;Kerjasama Dengan Tiongkok Membuat Rel Kereta Cepat Di Uni Emirat Arab Dapat Hadiah Jutaan Pil Ekstasi
Hoax;Kesalahan Penulisan :Fitsa Hats” Di BAP Kepolisian
Hoax;Foto-foto Provokasi Atas Nama Emy Natalinda Gumulja
Hoax;Malaysia Ada, Mana Indonesia?
Hoax;Hari Ini Ditemukan Bayi Diantara Reruntuhan, Subhanallah, Bayinya Masih Hidup #SavePidieJaya #SaveAceh
Hoax;Bendera Pada Foto Presiden Dan Wakil Presiden Berwarna Merah
Hoax;Planet Nibiru Siap Menabrak Bumi
Hoax;Ahok Ziarah Ke Makam Ibu Angkatnya Memakai Sepatu
Hoax;Rakyat miskin nekat jual emas rekannya untuk bayar tempat tinggalnya di tahan tanpa belas kasihan, pemerintah mencuri uang rakyat di lindungi hukum pun bungkam.!!!
Hoax;PENEBAR FITNAH GUNAKAN BANYAK AKUN
Hoax;Pengelola Bus PO NPM Dipanggil Polisi
Hoax;Isu Indonesia Dibanjiri Jutaan Tenaga Kerja Asing Asal China
Hoax;Atlet Karate Berjilbab Dilarang Bertanding Dalam Kompetisi Karate se-Jatim
Hoax;Suara Klakson ‘Om Telolet Om’ Yang Berarti Saya Yahudi
Hoax;Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab
Hoax;Foto Jembatan Cisomang Jalan Tol Purbaleunyi Jalan Tol Purbaleunyi Bergeser
Hoax;Kapolri dan Wakapolri Mengenakan Topi Sinterklas
Hoax;Empat Partai Politik Paling Tak Informatif versi Komisi Informasi Publik Yang Dimuat di Kompas.com
Hoax;Bahaya Tanaman Penyebab Leukimia
Hoax;Negaraku Sudah Dimakar! (Foto Mobil Avanza Putih Dengan Plat Asing)
Hoax;Belanja Di Indomaret / Alfamart Dipotong 100 Rupiah Untuk Donasi Kampanye Ahok
Hoax;Patung Brung Garuda Disertai Pancasila Dalam Tulisan Cina
Hoax;Uang Baru Tahun emisi 2016 Tidak Dicetak Oleh PERURI
Hoax;Uang Terbitan Baru 2016 Memiliki Logo Alu Parit
Hoax;Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia Semua
Hoax;Indonesia Tidak Ikut Aliansi Negara Islam Menyaingi NATO
Hoax;Turis Asing Berkostum Loreng
Hoax;Menertawakan Pernyataan Polisi Soal Daya Ledak Bom Pressure Cooker
Hoax;Pelatihan Masjid Cyber Army di Masjid Baitul Ihsan Bank Indonesia
Hoax;Sikat Gigi Mengandung Bulu Babi
Hoax;KTP Calon Pelaku Bom Bekasi Dibuat Tahun 2004, Usia Pembuatan KTP 15 Tahun, Berlaku 9 Tahun.
Hoax;Bendara China Berkibar Di Gedung Pabrik Cat Daerah Jakarta
Hoax;Mobil Ditempel Stiker Logo Palu Arit
Hoax;Ahok Melakukan Kristenisasi Di DKI Dengan Menggunakan APBD
Hoax;Lembaga Anti Hoax Koq Akan Dibuat Mabes Polri Bersama Teman #ahok?
Hoax;Bravo Jokowi, Bravo Ahok (Makin Menjamur, PSK Amoy Asal Cina di Jakarta Raup Rp 40 Miliar/Bulan)
Hoax;Sebelum Tahun 1960 Tak Pernah Dijumpai Nama Hari Yang Bertuliskan Minggu Selalu Tertulis Hari Ahad
Hoax;BAHAYA TANAMAN PENYEBAB LEUKIMIA
Hoax;Angola Melarang Agama Islam
Hoax;Aceh Boikot Nasdem, Surya Paloh Atau Surya Paleh Penghianat Agam
Hoax;Paus Yohanes II Masuk Islam
Hoax;Masa Aksi Kita Indonesia Mencapai 100 Juta Orang (Metro TV)
Hoax;Foto Warga Palestina Berkumpul Ikut Dalam Aksi 212 Di Palestina
Hoax;Pria Mabuk Penenteng Golok Pada Aksi 212 Tewas Di Tahanan Polisi
Hoax;Dari Turki Menyapa Aksi Super Damai Indonesia #penjarakanahox
Hoax;Biarlah Foto Ini yang Berbicara (Antara Nachrowi, Sylviana & Rizieq)
Hoax;Tito Karnavian Dan Ahok Minum Miras Bersama
Hoax;Jutaan Burung Ini Tiba-Tiba Saja Berkumpul Memenuhi Pantai Di Dubai
Hoax;Poster Welcome To North Sulawesi (Dan Bahasa Mandarin)
Hoax;Selebaran Aksi 4 Desember 2016 #KitaIndonesia
Hoax;Di Menado sudah berkibar bendera PKI…
Hoax;Melayu Singapura: “Negeri Kami Diambil Orang”
Hoax;Penculikan Di Bekasi Oleh Wanita Memakai Mukena Putih
Hoax;Beredar Foto Wefie Kapolri dengan Ahoker, Netizen Pertanyakan Netralitas Tito Karnavian
Hoax;Instagram “Awasi Kaum Sipit Dan Pesek”
Hoax;Keberangkatan Puluhan Umat Se-Jabar (Tanggal 30 November 2016) Untuk Aksi Bela Islam Jilid 3 Yang Dipimpin Oleh KH Gymnastiar
Hoax;Gambar Salib Pada Barang Bantuan Bencana
Hoax;Produk Makanan Apollo Mengandung Babi
Hoax;Kematian Presiden Turki Ataturk Yang Liberal dan Zolim
Hoax;Penangkapan Tersangka Teroris & Temuan Bom di Bekasi adalah Usaha Pengalihan isu.
Hoax;Video Trailer Film Riyanto
Hoax;Video yang menunjukkan anak ‘Muslim’ yang disiksa oleh ‘Budha’ di Myanmar
Hoax;Ahok Mengucapkan Dua Kalimat Syahadat, Ketua FPI Pun Meneteskan Air Matanya
Hoax;Jokowi Kalah Cepat Dengan SBY Soal Kinerja Saat Bencana Gempa Aceh
Hoax;Coca Cola dan Pepsi Cola Minuman Arak
Hoax;Hati-Hati Orang Iseng Tempel Sticker PKI di Belakang Mobil
Hoax;10 Juta Tenaga Kerja Tiongkok Masuk ke Indonesia
Hoax;Turn Back Hoax Tukang Nyebar Fitnah
Hoax;Aceh Boikot NasDem dan Surya Paloh
Hoax;Akun Twitter Antasari Azhar
Hoax;ADA BESI TIPIS DI DALAM OBAT
Hoax;AKSI 212 DAPAT PENGHARGAAN REKOR DUNIA
Hoax;Surat Edaran Kemensos Untuk Ikut Aksi 412
Hoax;Poster Aksi KitaIndonesia dengan Tagar dan Pendukung Acara
Hoax;Salib Bersinar Di Langit Monas Kala Aksi 212
Hoax;Year End Fun Walk Lippo Karawaci Terkait Aksi Tandingan 411
Hoax;Poster Acara ‘Parade Kebudayaan’ Untuk Dukung Ahok
Hoax;Sylviana Menyambangi Habib Rizieq di Markas FPI
Hoax;Foto Gus Nuril dalam Berita KompasTV yang Berjudul ‘Ummat Islam Curang Mereka Menggunakan Sihir Agar Peserta Aksi 212 Dari Ciamis Agar Terlihat Banyak’
Hoax;Presiden Chechnya Ramzan Kadyrov Meminta Maaf Kepada Arab Saudi
Hoax;Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta
Hoax;Di Turki Juga Ada Brand 212
Hoax;Pasukan Turki Menangkap Biksu Buddha Pembantai Muslim Myanmar
Hoax;Vaksin Kanker Serviks Menyebabkan Menopause Dini
Hoax;Gempa Bumi Melanda Myanmar Karena Penderitaan Muslim Rohingya
Hoax;Foto-foto Perbudakan di Papua Barat
Hoax;Era Jokowi – Ahok, Makin Menjamur PSK Asal Cina di Jakarta Raup Rp 40 Miliar/Bulan
Hoax;Gempa myanmar balasan dari doa muslim Rohingnya
Hoax;JUTAAN BURUNG KERUMUNI PANTAI DI DUBAI
Hoax;Nusron Wahid Siap Diludahi Jika Peserta Aksi 212 Lebih dari 1000 Orang
Hoax;VAKSIN KANKER SERVIKS SEBABKAN MENOPOUSE DINI
Hoax;GUDANG SENJATA ISRAEL MELEDAK
Hoax;Santunan Duta Besar China Kepada PBNU
Hoax;Bayi Ajaib Non-Muslim Afrika Yang Mengislamkan Ribuan Orang
Hoax;Sweeping Etnis China di Singkawang Kalimantan Barat
Hoax;Penculik Anak Berpakaian Mukena Putih di Bekasi
Hoax;Rush Money Perbankan
Hoax;Foto Makhluk Yang Menyerupai Manusia Tikus Raksasa, Akibat Durhaka Kepada Orang Tua
Hoax;IRAN : Kami Siap Kirim Tentara Bantu INDONESIA, Kalau Demo 212 Berbuat MAKAR
Hoax;Banser NU Mendukung Aksi 212
Hoax;Foto Perempuan Mengenakan Kaos Bertuliskan Teman Ahok, Memakaikan Bra kepada Beberapa Pria
Hoax;BEREDAR BENDERA PKI DI MANADO
Hoax;RATUSAN TUBUH ANAK KECIL DIDALAM MOBIL VAN DI THAILAND
Hoax;rezim Jokowi membuat Monumen “Po An Tui” milisi Cina pembantai pribumi
Hoax;Grab Indonesia mendukung Ahok
Hoax;Makanan Kalengan Dari Thailand Mengandung Virus AIDS
Hoax;Pembakaran Al-Quran & Etnis Rohingnya oleh Tentara Myanmar
Hoax;Polisi Meminta Uang Pengamanan Kepada Warga Saat Aksi 212
Hoax;Minoritas Muslim Disiksa Otoritas Militer Myanmar
Hoax;Foto-Foto Korban Rohingya
Hoax;Foto Biksu Burma Membakar Anak-Anak
Hoax;Tayangan Video dari Metro TV Dengan Judul ‘PARADE BHINNEKA TUNGGAL IKA: AHOK TERHARU BANYAK PESERTA TAK KEBAGIAN TEMPAT SAMPAI TERCEBUR DI PANTAI ANCOL’
Hoax;Video Berjudul Melayu Singapura: “Negeri Kami Diambil Orang”
Hoax;Dai Arifin Ilham Unggah Postingan Foto ‘Ribuan Umat Muslim Rohingya Yang Dibakar Hidup-Hidup’
Hoax;Suara Adzan Yang Masih Berkumandang di Masjid Yang Sudah Tutup di Inggris
Hoax;Foto “Aksi 19 November” di Bundaran Hotel Indonesia
Hoax;Foto Kerusuhan Demo Anti Trump di Amerika Serikat
Hoax;Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis
Hoax;Marie Elka Pangestu dan Huawei Memasukkan Pekerja Ilegal Ke Indonesia
Hoax;Kampanye Ahok di Ciganjur, Jakarta Selatan Tak Digubris
Hoax;Pembicaraan Aa Gym dengan Panglima TNI, Jendral Gatot Nurmantyo
Hoax;PANGLIMA TNI AKAN DIGANTI
Hoax;PM Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina akan Kirim Pasukan ke Indonesia
Hoax;Peluru Gas Airmata Diujicobakan Kepada Peserta Aksi 4 November 2016
Hoax;Kominfo Menginisiasi System Big Data Cyber Security  (BDCS)
Hoax;"(Campuran; Disinformasi, Hasut, & Fakta) 20 Dosa Ahok Kepada Umat Muslim"
Hoax;Tuduhan Azam Kepada Guntur
Hoax;Foto Pelaku Penjarahan Mini Market Pada 4 November 2016 Selepas Aksi 411
Hoax;Presiden Mengundang Pelaku Pembakaran Masjid Tolikara
Hoax;Penembak Jitu Terlihat di atas Gedung Indosat Bunderan HI
Hoax;Video Peserta Aksi 411 Merusak Toko
Hoax;Foto Perempuan Berjilbab Dalam Aksi Bela Islam Yang Membawa Poster ‘Ahok Lawan’
Hoax;Foto Ribuan Demonstran Berkumpul di Istiqlal
Hoax;Pencatutan Logo Kampus Dalam Poster Aksi Penjarakan Ahok
Hoax;500 WN China Datang ke Jakarta untuk Bela Ahok
Hoax;Penculik Anak dengan Mukena Pink dan Pura-pura Gila
Hoax;Bagaimana Ahok dan Djarot memindahkan pohon dalam rangka pembangunan Semanggi
Hoax;STARBUCKS HARAM DI MALAYSIA
Hoax;PERNYATAAN GUBERNUR PAPUA YANG SEBUT BELA AHOK
Hoax;Hillary Clinton Menyatakan Ingin Belajar Pada Sri Mulyani dan Jokowi Pada Debat Calon Presiden Amerika
Hoax;Meme Ridwan Kamil
Hoax;Pembuat Desain Roti Al Maidah: 51
Hoax;Permen Jari Rasa Narkoba
Hoax;Kristenisasi di Rusun di DKI, dan Mencantumkan Video Anak-Anak Berjilbab Yang Sedang Menyanyikan Lagu Rohani Nasrani
Hoax;Tradisi Pembersihan Pemakaman di Thailand
Hoax;Meme Bertuliskan ‘Eiit… Belum Sunat, Gak Boleh Nyalon Gubernur’ Yang Diunggah oleh Akun Facebook Anies Baswedan – Sandiaga Uno
Hoax;Tidak Ada Media Yang Meliput Demo Buruh Di Depan Gedung KPK, Balai Kota, dan Sekitar Istana
Hoax;Satpol PP Pasang Spanduk Untuk Kampanye Ahok – Djarot
Hoax;Bangkrut, Jokowi Lirik Uang Zakat di Baznaz Buat Dipakai
Hoax;Gubernur Papua, Lukas Enembe Hadir di Rapat KTT Amerika Serikat – Afrika
Hoax;Gula Jawa Mengandung Formalin
Hoax;Foto Pembantaian dan Pembakaran Umat Muslim Myanmar karena Tidak Mau Pindah Agama
Hoax;Jonru Ginting dukung korban penggusuran
Hoax;Pesan Berantai Atas Nama Bank BRI
Hoax;Wacana Revisi Undang-Undang Kewarganegaraan
Hoax;PBB Membantu Assad
Hoax;PT Astra Honda Motor Indonesia Bagi-Bagi Motor Honda CBR 250 RR
Hoax;Remaja Tewas Karena Main Game Terlalu Lama, Sejak Jam 16:00 s/d 19:00
Hoax;Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu
Hoax;Pulau Berbentuk Bulan Sabit dan Bintang
Hoax;The Jakarta Post Memuat Berita di Koran Cetak dan Elektronik, bahwa 14 Terpidana Narkoba Dieksekusi Mati pada Juli 2016
Hoax;Lowongan Kerja di BANK BNI
Hoax;Jenazah Siyono utuh, berarti ybs Mati Syahid
Hoax;Kalau tidak ada Santoso, Muslim POSO Sudah Habis diBantai Kristen
Hoax;Tiongkok Produksi Kornet Berbahan Tubuh Manusia
Hoax;ABSEN DI ACARA HARI ANAK NASIONAL, JOKOWI PILIH HADIRI SILATNAS RELAWAN
Hoax;Tulisan Prof. DR. Tina Afiatin, M.Psi Tentang Pokemon Go
Hoax;Arti Kata Pokemon Dalam Bahasa Syriac Yang Berarti ‘Aku Yahudi’
Hoax;Aparat Dukcapil Bingung Rusun Kapuk Muara Mayoritas Diisi Pendatang Tionghoa dan Bermobil Mewah
Hoax;Tenaga Kerja China Berpostur Tubuh Layaknya Tentara Tiba Dengan Pesawat GA 985
Hoax;Akhirnya 3 Bank Besar Indonesia Berhutang Besar ke Cina, Apa Selanjutnya ?
Hoax;Pembuatan Permen Karet Dari Kondom Bekas
Hoax;Hati -hati Panggilan Telpon Nomor Tidak Dikenal !!
Hoax;Modus Perampokan Dengan Pisau Kartu Nama
Hoax;Melahirkan Terkena Denda Rp 700 Ribu
Hoax;Menteri Energi Jepang Membungkuk Selama 20 Menit sebagai Bentuk Permintaan Maaf
Hoax;Ketidakjujuran Presiden Jokowi Perihal Silsilah Keluarganya
Hoax;Ditemukannya Rangka Tubuh Kaum Ad
Hoax;Meninggalnya Husni Kamil Manik Dikaitkan dengan Kecurangan di Pilpres 2014
Hoax;FOTO KEMACETAN DI BREBES
Hoax;Demi pencitraan, shaf sholat di Padang dimundurkan
Hoax;Vidio Baca Al-Quran dengan Langgam Jawa di Turki
Hoax;Larangan Takbiran di DKI Jakarta
Hoax;Facebook Mengakuisisi Semua Postingan Penggunanya
Hoax;Pesan Ustad Syafiq Riza Basalamah
Hoax;Jokowi Minta Maaf Kepada PKI
Hoax;Jokowi Menaikan Pajak Penghasilan dari 10% Menjadi 15%
Hoax;Peserta Pesta Bugil Di Pantai Dimakan Piranha
Hoax;Jamaah di Mekkah Yang Makan Sembarangan di Siang Ramadan
Hoax;Taharrush, Budaya Pemerkosaan Massal Kuno Ala Bangsa Arab Menyebar ke Eropa
Hoax;Dihadang Warga Penjaringan, Ahok ‘Kabur’ Lewat Kebun
Hoax;Tentara Myanmar Paksa Orang Etnis Rohingya Untuk Makan Saat Sedang Berpuasa di Bulan Ramadan
Hoax;Pejabat Pemkot Parepare Injak Sajadah Pakai Sepatu
Hoax;Mendagri Menghapus Perda Syariah Tentang Membaca Al Quran di Batam
Hoax;Foto Rumah Roboh yang Harus Diberikan Donasi Bukan Pelanggar Perda
Hoax;Yang Merugikan dari Daging Beku
Hoax;Buka Puasa di Jalanan Kota London Inggris
Hoax;“Sultan” Erdogan memanggul keranda Muhammad Ali
Hoax;Ridwan Kamil dicaci maki oleh berbagai pihak
Hoax;Pesan berantai lahirnya bayi seperti dajjal di Israel
Hoax;Foto seorang adik menyuapi kakaknya dalam kondisi menyedihkan
Hoax;Raja Salman danai kampanye PM Israel Netanyahu
Hoax;Foto personil ACT (Aksi Cepat Tanggap) meninggal
Hoax;Foto Pengungsi Suriah
Hoax;Papa Kilo Kode PKI
Hoax;Foto Rakyat Papua Demo Menuntut Kemerdekaan
Hoax;Kata-kata Terakhir Steve Jobs
Hoax;Yusril Menyatakan Bahwa Warga Luar Batang Sebagian Besar Punya Sertifikat Tanah
Hoax;Ahok Minta Warga Luar Batang ‘Wakafkan’ Tanah untuk Plaza
Hoax;Kertas ‘Happy’ LSD Beredar di Anak-Anak
Hoax;DPR Curiga 5 Buruh China Yang Ditangkap TNI AU Masuk Wilayah Halim Sebenarnya Intelijen
Hoax;Walikota Solo Larang Buber dan Halal Bihalal
Hoax;Bagi-bagi Toyota Sienta Gratis
Hoax;Jakarta Berduka, Jokowi dan Ahok Harus Bertanggungjawab
Hoax;Tanaman Dolar Penyebab Leukimia
Hoax;Running text di Manggarai gunakan aksara China, bukti Indonesia dikuasai mereka
Hoax;APRIL MOP : Hari Dimana Umat Islam Di Bantai
Hoax;Foto Jalan Tomohon-Manado
Hoax;ROMO Thomas Uzhunnalil SDB disalibkan ISIS pada hari jumat agung
Hoax;51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno
Hoax;Pengendara Ojol Bersimbah Darah Akibat Dipukuli oleh Para Sopir Taksi
Hoax;Fenomena Equinox Bikin Suhu Jadi 40 Derajat Celcius di Indonesia
Hoax;Surat Terbuka dari Andrea Hirata Untuk Ahok Gubernur DKI Jakarta
Hoax;Pengungsi Syria Dilempari Koin oleh Suporter Klub Sepakbola PSV Eindhoven di Spanyol
Hoax;Penemu 4G LTE dari Indonesia
Hoax;BI Telah Edarkan Uang Pecahan Rp 200.000
Hoax;Ratna Sarumpaet : Kalau Ahok Maju Via Jalur Independen, Saya Rela Menari Bugil di Monas
Hoax;Jembatan Soekarno-Hatta di Kota Malang Melengkung
Hoax;Biskuit “Crispy Crackers” diklaim mengandung lilin karena mudah terbakar
Hoax;Guntur Soekarno Putra Meninggal
Hoax;Peresmian Monumen Po An Tui Di TMII
Hoax;Tulisan Sarlito Wirawan Sarwono Tentang LGBT
Hoax;Cerita Inspiratif Thomas Alva Edison
Hoax;David Beckham Pakai Kaos Bertuliskan “Free West Papua” Saat Berkunjung ke Wamena, Papua
Hoax;Jokowi Bantu Laos Bangun Infrastruktur, Ketika Jembatan-Jembatan di Indonesia Masih Meprihatinkan
Hoax;Bir Berbahasa Arab di Jakarta
Hoax;Pegawai Honorer K2 Meninggal Dunia Saat Demo di Istana
Hoax;Aparat Kepolisian Sektor Mimika Baru Menganiaya Warga
Hoax;Cover depan majalah Tempo yang diubah!
Hoax;Jepang ancam menarik investasi untuk tahun 2016?
Hoax;FOTO JALANAN DI PAPUA
Hoax;Warsito dilarang melakukan Riset kanker oleh Pemerintah
Hoax;Mie Instan tidak bernutrisi Dan bahayanya MSG?
Hoax;KOD Babi pada makanan?
Hoax;Gedung Putih Dibanjiri Massa Pro Ahok, dan menuntut FPI dibubarkan
Hoax;James Hetfield, Gitaris & Vokalis Metallica Mendapat Gelar Ph.D dari Caltech di Bidang Astrofisika
Hoax;Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911
Hoax;Surat Undangan Pemancangan Tiang Pertama Proyek Kereta Cepat Jakarta – Bandung Berbahasa Mandarin
Hoax;Tawan, Tukang Las Berlengan Robot
Hoax;Komedian Kelik Pelipur Lara Meninggal Dunia
Hoax;Penerimaan Mahasiswa UI Lewat Jalur MTQ Talent
Hoax;Kemoterapi Pada Penderita Kangker Memperpendek Umur 4 Kali Lipat
Hoax;KPK Dilarang Membawa Brimob Bersenjata Masuk Gedung DPR
Hoax;Tanaman Hias Penyebab Leukimia
Hoax;ILC TV One Di Bredel oleh Aparat
Hoax;Pemberitaan Gerakan Buruh Jakarta Dukung Ahok-Djarot Di Portal Bloombergindonesia.my
Hoax;Menggunakan Topi Kerucut di Tahun Baru Berarti Murtad (Auto-Murtad)
Hoax;Standar Ganda Kristen
Hoax;Ular Raksasa di Pedalaman Kalimantan
Hoax;Ketaatan dan Loyalitas TNI Hanya kepada PRESIDEN
Hoax;Jokowi memperpanjang kontrak Freeport
Hoax;Serangga Menyebabkan Tangan dan Bagian Tubuh Lainnya Bolong
Hoax;Tulisan Coca-Cola Menghina Nabi Muhammad
Hoax;Prof. Arysio Santos Nyatakan Lokasi Atlantis Terletak di Indonesia
Hoax;Indonesia Dibodohkan Dengan Air Mineral
Hoax;Husain Khudri, Pemuda Sunni Yang Tersenyum Ketika Akan Digantung Syiah Iran
Hoax;Foto Prajurit Militer Perancis Memanggang Seorang Bocah Mali
Hoax;ISIS Serang Kota Quaragosh, Kota dengan Populasi Kristen Terbesar di Irak
Hoax;Abu Janda Sebenarnya adalah Cina Kafir
Hoax;Tokoh ISIS Syaikh Al Arifi Datang ke Masjid Istiqlal
Hoax;Kafir Syiah Mendirikan Sekolah Gratis di Cibubur
Hoax;Cina Klaim Kepemilikian Kepulauan Natuna
Hoax;Polisi China Tembak Mati 28 Warga Muslim Terduga Teroris
Hoax;Pembalut Yahudi Yang Ditanami Virus HIV
Hoax;Marinir AS Mendukung Papua Lepas dari NKRI
Hoax;Foto Warga Suriah Korban Bombardir Perancis
Hoax;Kepulauan Natuna Dicaplok China, Pemerintah Diam Saja?
Hoax;Pengisian Nitrogen Murni ke Ban Mobil Bisa Memberikan Keuntungan Bagi Pengendara Biasa
Hoax;Syiah menyerang Saudi pada musim haji 1979
Hoax;Kenaikan Tarif Tol adalah karena Jokowi
Hoax;Rokok Marlboro Berisi Ganja
Hoax;Foto Logo I Love Israel pada Permen Mentos
Hoax;Pria Bojonegoro meninggal karena mendengar musik dari HP nya sambil tidur & korslet.
Hoax;Pemerintah Tidak Serius Menangani Kebakaran Hutan, Usahanya Sejauh Ini Cuma Pencitraan
Hoax;BKMG menyarankan menaruh baskom air yang dicampur garam supaya hujan cepat turun
Hoax;Indonesia Gagal Wujudkan Swasembada Pangan
Hoax;Lab RS Angkatan Laut membuat Daftar Minuman Berbahaya
Hoax;Syiah di Indonesia
Hoax;Jackie Chan Masuk Islam
Hoax;Aplikasi i-Doser, Narkoba Digital
Hoax;Jokowi Berjanji Bahwa 2015 Tidak Ada Lagi Kebakaran Hutan
Hoax;Pemerintah Tidak Melakukan Apa-apa Untuk Mengatasi Bencana Asap Ini
Hoax;Bayi Nabila Meninggal Karena Kabut Asap di Jambi
Hoax;Munculnya Bara Api di Yaman
Hoax;Pinjaman yang Diberikan China Development Bank Dikhawatirkan Menjadi Pintu Masuk Penguasaan China
Hoax;Tunjangan Profesi Guru Dihapus
Hoax;Jokowi Hendak Minta Maaf kepada PKI/Keluarga PKI
Hoax;Ahok Melarang Kurban
Hoax;Dituduh PKI Bangkit di Pamekasan, Jokowi Dicaci Maki
Hoax;Larangan anti-miras di Minimarket ditiadakan oleh rezim Jokowi paska Gobel
Hoax;Foto Raja Salman Mengangkat Tandu Jenazah Korban Crane
Hoax;Jokowi dituduh bodoh, salah cara dalam bersalaman dengan Raja Saudi.
Hoax;Jokowi dituduh memasukkan ribuan tenaga kerja asing ke Indonesia via sebuah proyek PLTU
Hoax;Mata Uang Rupiah Terpuruk
Hoax;Ahok izinkan Natalan di Monas – tapi larang pengajian di Monas
